Название текста,Язык,Русский язык,Уровень,Год,Оригинальное предложение,союз,группа,расположение частей,подлеж гл,подлеж прид,падеж гл,падеж прид,лицочисло,subject,null
x_FBS_Петрозаводск,fin,HL,B2,,Зато  могу  сказать  что  никогда  не  забуду  момент  {{когда }} с  фотографировалась  с  тигром  в  русском  зоопарке.,когда,время,гп,null,null,null,null,1ед,null null,null
x_FBS_Петрозаводск,fin,HL,B2,,{{Когда }} я  была  маленькой*@*  я  никогда  таким  естественным  спортом  не  занималась.,когда,время,пг,мест,мест,и,и,1ед,мест мест,other
x_FBS_Петрозаводск,fin,HL,B2,,Я  всегда  знала  кем  я  буду  работать  {{когда }} буду  большой*@*  врачом.,когда,время,гп,мест,null,и,null,1ед,мест null,null
x_FBS_Вокруг слишком много или слишком мало музыки?,fin,HL,B2,,Я  очень  старалась  те  два  месяца  {{когда }} я  читала  всё  наизусть.,когда,время,гп,мест,мест,и,и,1ед,мест мест,other
x_FBS_Вокруг слишком много или слишком мало музыки?,fin,HL,B2,,Мне  самой  легче  жить*@*  {{когда }} я  оптимистична.,когда,время,гп,мест,мест,д,и,1ед,мест мест,other
x_FBS_Моя подруга,fin,HL,B2,,Мы  с  ней  познакомились  {{когда }} нам  было  шестнадцать  лет.,когда,время,гп,мест,мест,и,д,1мн,мест мест,other
x_FBS_Полезные игры,fin,HL,B2,,{{Когда }} родители  заметили  что  я  пропала*@*  они  конечно- же  очень  разволнавались.,когда,время,пг,мест,сущ,и,и,3мн,мест сущ,other
x_FBS_Учитель против ученика,fin,HL,B2,,{{Когда }} я  пошла  в  школу*@*  я  за  одно  поступила  в  музыкальное  училище.,когда,время,пг,мест,мест,и,и,1ед,мест мест,other
x_FBS_Учитель против ученика,fin,HL,B2,,Коровы  идут  в  них  свободно*@*  {{когда }} хотят.,когда,время,гп,сущ,null,и,null,3мн,сущ null,null
x_FBS_Финляндия и Россия,fin,HL,B2,,Русские  женщины*@*  они  всегда  нарядные*@*  {{когда }} они  выходят  из  дома.,когда,время,гп,мест,мест,и,и,3мн,мест мест,other
x_FBS_}{0ТТ@БЬ)Ч (2006),fin,HL,B2,,Вот  само  интервью:  Что  ты  подумала  о  финнах*@*  {{когда }} переехала  сюда? -,когда,время,гп,мест,null,и,null,2ед,мест null,null
x_FBS_Спорт часть моей жизни,fin,HL,B2,,{{Когда }} я  была  по  моложе  я  занималась  спортом  очень  активно.,когда,время,пг,мест,мест,и,и,1ед,мест мест,other
x_FBS_Спорт часть моей жизни,fin,HL,B2,,Но  {{когда }} привыкла*@*  то  от  спорта  я  уже  отвыкла.,когда,время,пг,мест,null,и,null,1ед,мест null,null
x_FBS_Спорт часть моей жизни,fin,HL,B2,,Мой  гол  похудеть  да  того  веса*@*  сколько  я  весила  {{когда }} занималась  футболом.,когда,время,гп,мест,null,и,null,1ед,мест null,null
x_FBS_Времена года и погода,fin,HL,B2,,{{Когда }} Ирина  приехала  в  Финляндию*@*  она  еще  совсем  не  знала  финский  язык.,когда,время,пг,мест,сущ,и,и,3ед,мест сущ,other
x_FBS_Финны и русские - риски и регуляция,fin,HL,B2,,{{Когда }} мы  как-то  раз  с  партнёром  отправились  в  очередной  раз  в  Икею  на  Вантаа*@*  то  проходя  мимо  детского  отдела*@*  видим  двух  женщин*@*  обсуждающих  крохотную  горку. ”,когда,время,пг,null,мест,null,и,1мн,null мест,null
x_FBS_Финны и русские - риски и регуляция,fin,HL,B2,,Но  термин « государство- няня»  возник  не  зря*@*  и  знание  рисков  того  или  иного  становится  вредным*@*  {{когда }} оно  превращается  в  фобию.,когда,время,гп,сущ,мест,и,и,3ед,сущ мест,other
x_FBS_Модернизация в России – От империи до федерации,fin,HL,B2,,{{Когда }} я  слышу  про  реформы*@*  сделанные  Петром  Великим*@*  то  обращала  внимание  на  то*@*  как  сильно  Россия  пыталась  противостоять  прогрессу.,когда,время,пг,null,мест,null,и,1ед,null мест,null
x_FBS_Правда и ложь,fin,HL,B2,,{{Когда }} человек  понимает*@*  что  ему  лгут –  ему  конечно  становится  обидно.,когда,время,п_г,мест,сущ,д,и,3ед,мест сущ,other
x_FBS_Правда и ложь,fin,HL,B2,,Я  начила  на  ней  работать  сразуже  {{когда }} я  законьчила  полную  школу.,когда,время,гп,мест,мест,и,и,1ед,мест мест,other
